上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
1864.0,51.0,46.0,0.0,3229.0,14.0,11.0,1.0,117.0,12.0,35.70%,2026-09-23 14:35:00
