上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
1122.0,48.0,41.0,0.0,3956.0,13.0,13.0,2.0,132.0,12.0,21.49%,2026-09-24 14:40:00
