上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
3800.0,88.0,85.0,2.0,1194.0,4.0,0.0,0.0,212.0,14.0,72.80%,2026-09-16 14:35:00
3887.0,91.0,88.0,2.0,1134.0,4.0,0.0,0.0,185.0,14.0,74.46%,2026-09-16 15:00:00
