上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
1084.0,52.0,45.0,0.0,4001.0,14.0,14.0,2.0,125.0,12.0,20.76%,2026-09-24 15:00:00
