上涨,涨停,真实涨停,st st*涨停,下跌,跌停,真实跌停,st st*跌停,平盘,停牌,活跃度,统计日期
2151.0,61.0,49.0,1.0,2900.0,6.0,4.0,2.0,158.0,13.0,41.19%,2026-09-22 14:45:00
2283.0,64.0,52.0,1.0,2783.0,5.0,3.0,2.0,143.0,13.0,43.72%,2026-09-22 15:00:00
